C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_203.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_203.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_203.jpg, 0, 0, 0, 7.898763E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_305.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_305.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_305.jpg, 0, 0, 0, 8.093808E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_407.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_407.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_407.jpg, 0, 0, 0, 7.970458E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_508.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_508.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_508.jpg, 0, 0, 0, 7.911292E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_610.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_610.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_610.jpg, 0, 0, 0, 7.899963E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_711.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_711.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_711.jpg, 0, 0, 0, 7.802941E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_812.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_812.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_812.jpg, 0, 0, 0, 7.844169E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_14_914.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_14_914.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_14_914.jpg, 0, 0, 0, 8.060558E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_026.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_026.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_026.jpg, 0, 0, 0, 7.84641E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_140.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_140.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_140.jpg, 0, 0, 0, 7.793943E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_240.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_240.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_240.jpg, 0, 0, 0, 7.799578E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_347.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_347.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_347.jpg, 0, 0, 0, 7.823725E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_450.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_450.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_450.jpg, 0, 0, 0, 7.866157E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_551.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_551.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_551.jpg, 0, 0, 0, 8.056153E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_654.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_654.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_654.jpg, 0, 0, 0, 7.803755E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_754.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_754.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_754.jpg, 0, 0, 0, 8.084031E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_856.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_856.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_856.jpg, 0, 0, 0, 7.782047E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_15_959.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_15_959.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_15_959.jpg, 0, 0, 0, 7.834494E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_061.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_061.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_061.jpg, 0, 0, 0, 7.944799E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_162.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_162.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_162.jpg, 0, 0, 0, 7.922164E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_264.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_264.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_264.jpg, 0, 0, 0, 7.777298E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_364.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_364.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_364.jpg, 0, 0, 0, 7.850552E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_466.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_466.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_466.jpg, 0, 0, 0, 7.790601E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_568.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_568.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_568.jpg, 0, 0, 0, 7.795703E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_671.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_671.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_671.jpg, 0, 0, 0, 7.936582E-05
C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\center_2022_08_12_12_29_16_773.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\left_2022_08_12_12_29_16_773.jpg, C:\Users\NEM_User\Desktop\Self Driving\Training\IMG\right_2022_08_12_12_29_16_773.jpg, 0, 0, 0, 7.932006E-05
